0.0 0
0.0781501 1000
0.0781501 1000
0.0971601 1100
0.127432 1200
0.159112 1300
0.208648 1400
0.232936 1500
0.240008 1600
0.306952 1600
0.306952 700
0.557192 714
0.601288 728
0.650184 741
0.683272 754
0.716232 767
0.798984 767
0.798984 250
0.914696 290
0.941768 324
0.967658 354
1.96766 354
1.96766 100
1.98296 200
1.98296 250
2.01141 290
2.03794 324
2.06223 354
2.09928 382
2.12668 408
2.1469 432
2.17269 455
2.20137 476
2.26076 497
2.47286 517
2.55599 200
2.6095 250
2.63798 290
2.66259 324
2.68592 354
2.71293 382
3.71293 100
3.72791 200
3.72791 250
3.75476 290
3.78417 324
4.78417 100
4.79947 200
4.79947 250
4.82376 290
4.84901 324
5.84901 100
5.86622 200
5.86622 250
5.89147 290
5.91576 324
5.94069 354
5.98383 382
5.99721 408
6.03113 432
6.11852 200
6.15798 250
6.18902 290
6.21715 324
6.24649 354
6.27536 382
6.30243 408
6.38138 200
6.44131 250
6.45917 290
6.48666 324
7.48666 100
7.50068 200
7.50068 250
7.52721 290
7.55278 324
8.55278 100
8.56808 200
8.56808 250
8.59717 290
8.62082 324
8.64831 354
8.67583 382
8.71628 408
8.73221 432
8.78079 455
8.80604 476
8.90678 497
8.95712 200
9.01715 250
9.0439 290
9.07171 324
9.11219 354
10.1122 100
10.1259 200
10.1259 250
10.1505 290
10.177 324
11.177 100
11.1926 200
11.1926 250
11.2205 290
11.2502 324
11.2764 354
11.3084 382
11.3456 408
11.3597 432
11.3999 455
11.408 476
11.4342 497
11.4845 517
11.4948 536
11.5288 554
11.5539 572
11.5823 589
11.6085 605
11.6368 621
11.662 637
11.7005 652
11.8121 652
11.8121 250
11.9132 290
11.938 324
11.9655 354
11.992 382
12.0181 408
12.0481 432
12.0759 455
12.1007 476
12.1349 497
12.1617 517
12.1875 536
12.2166 554
12.2597 572
12.2691 589
12.31 605
12.331 621
12.37 637
12.3964 652
12.4179 667
12.4447 681
12.5605 250
12.6456 290
12.6727 324
13.6727 324
13.6727 100
13.6886 200
13.6886 250
13.7158 290
13.7417 324
13.7666 354
13.7986 382
13.8255 408
13.9028 200
14.8255 100
15.0586 200
15.0864 250
15.1158 290
15.1421 324
15.1679 354
15.1944 382
15.219 408
15.3026 200
15.3567 250
15.3819 290
15.4071 324
16.4071 100
16.425 200
16.425 250
16.4506 290
16.4752 324
17.4752 100
17.4902 200
17.4902 250
17.5154 290
17.5416 324
18.5416 100
18.5576 200
