0.0 0
0.0781501 4294967295
0.0971601 4294967295
0.127432 4294967295
0.159112 4294967295
0.208648 4294967295
0.232936 4294967295
0.240008 4294967295
0.306952 700
0.306952 700
0.557192 700
0.601288 700
0.650184 700
0.683272 700
0.716232 700
0.798984 250
0.798984 250
0.914696 250
0.941768 250
0.967658 250
1.96766 200
1.96766 200
1.98296 200
1.98296 200
2.01141 200
2.03794 200
2.06223 200
2.09928 200
2.12668 200
2.1469 200
2.17269 200
2.20137 200
2.26076 200
2.47286 200
2.55599 200
2.6095 200
2.63798 200
2.66259 200
2.68592 200
2.71293 200
3.71293 200
3.72791 200
3.72791 200
3.75476 200
3.78417 200
4.78417 200
4.79947 200
4.79947 200
4.82376 200
4.84901 200
5.84901 200
5.86622 200
5.86622 200
5.89147 200
5.91576 200
5.94069 200
5.98383 200
5.99721 200
6.03113 200
6.11852 200
6.15798 200
6.18902 200
6.21715 200
6.24649 200
6.27536 200
6.30243 200
6.38138 200
6.44131 200
6.45917 200
6.48666 200
7.48666 200
7.50068 200
7.50068 200
7.52721 200
7.55278 200
8.55278 200
8.56808 200
8.56808 200
8.59717 200
8.62082 200
8.64831 200
8.67583 200
8.71628 200
8.73221 200
8.78079 200
8.80604 200
8.90678 200
8.95712 200
9.01715 200
9.0439 200
9.07171 200
9.11219 200
10.1122 200
10.1259 200
10.1259 200
10.1505 200
10.177 200
11.177 200
11.1926 200
11.1926 200
11.2205 200
11.2502 200
11.2764 200
11.3084 200
11.3456 200
11.3597 200
11.3999 200
11.408 200
11.4342 200
11.4845 200
11.4948 200
11.5288 200
11.5539 200
11.5823 200
11.6085 200
11.6368 200
11.662 200
11.7005 200
11.8121 250
11.8121 250
11.9132 250
11.938 250
11.9655 250
11.992 250
12.0181 250
12.0481 250
12.0759 250
12.1007 250
12.1349 250
12.1617 250
12.1875 250
12.2166 250
12.2597 250
12.2691 250
12.31 250
12.331 250
12.37 250
12.3964 250
12.4179 250
12.4447 250
12.5605 250
12.6456 250
12.6727 250
13.6727 200
13.6727 200
13.6886 200
13.6886 200
13.7158 200
13.7417 200
13.7666 200
13.7986 200
13.8255 200
13.9028 200
14.8255 200
15.0586 200
15.0864 200
15.1158 200
15.1421 200
15.1679 200
15.1944 200
15.219 200
15.3026 200
15.3567 200
15.3819 200
15.4071 200
16.4071 200
16.425 200
16.425 200
16.4506 200
16.4752 200
17.4752 200
17.4902 200
17.4902 200
17.5154 200
17.5416 200
18.5416 200
18.5576 200
18.5576 200
18.5819 200
18.6084 200
18.6513 200
18.6666 200
18.6953 200
18.7179 200
18.7419 200
18.768 200
18.7954 200
18.8274 200
18.8603 200
18.8894 200
18.9222 200
18.946 200
18.9725 200
19.0002 200
19.0289 200
19.0534 200
19.0851 200
19.1109 200
19.1409 200
19.1655 200
19.1952 200
19.2446 200
19.2726 200
19.3183 200
19.3449 200
19.3721 200
19.4041 200
19.4319 200
19.4574 200
19.4889 200
19.5145 200
19.5596 200
19.582 200
19.6078 200
19.693 300
19.693 300
19.794 300
19.8231 300
19.8641 300
19.8801 300
19.9071 300
19.9349 300
19.9772 300
19.9864 300
20.0671 200
20.0671 200
20.1488 200
20.1641 200
20.1916 200
20.2181 200
20.2462 200
20.2729 200
20.3529 200
20.4032 200
20.4312 200
20.4578 200
20.4869 200
20.5152 200
